ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation
462284,Male,Yes,53,Yes,Executive,1.0,Average,4.0,Cat_6,B
462413,Male,Yes,46,Yes,Artist,0.0,Average,3.0,Cat_6,C
466134,Male,Yes,39,Yes,Doctor,0.0,High,3.0,Cat_6,C
464919,Male,Yes,39,Yes,Artist,9.0,Low,1.0,Cat_4,A
465272,Male,Yes,39,Yes,Executive,0.0,High,6.0,Cat_6,C
460463,Male,Yes,42,Yes,Artist,6.0,Low,4.0,Cat_3,A
460246,Male,Yes,46,Yes,Artist,4.0,Low,2.0,Cat_6,B
461530,Male,Yes,42,Yes,Engineer,1.0,Low,2.0,Cat_6,A
464997,Male,Yes,43,Yes,Artist,5.0,Average,2.0,Cat_6,B
462255,Male,Yes,73,Yes,Executive,1.0,High,3.0,Cat_6,C
460734,Male,Yes,35,Yes,Entertainment,8.0,Average,,Cat_2,D
465235,Male,Yes,46,Yes,Healthcare,1.0,High,3.0,Cat_6,C
461634,Male,Yes,63,Yes,Entertainment,1.0,Low,1.0,Cat_6,A
462150,Male,Yes,35,Yes,Artist,7.0,Low,2.0,Cat_6,C
467157,Male,Yes,42,Yes,Executive,9.0,High,6.0,Cat_7,B
459469,Male,Yes,30,Yes,Healthcare,,Low,6.0,Cat_6,A
465499,Male,No,63,Yes,Artist,0.0,Low,1.0,Cat_6,A
464913,Male,Yes,52,Yes,Entertainment,0.0,Low,4.0,Cat_4,B
463022,Male,Yes,60,Yes,Executive,4.0,High,3.0,Cat_6,C
464704,Male,Yes,42,Yes,Healthcare,0.0,Average,4.0,Cat_4,B
462345,Male,Yes,46,Yes,Doctor,1.0,Average,6.0,Cat_4,B
461439,Male,Yes,37,Yes,Artist,1.0,Average,2.0,Cat_6,C
459282,Male,Yes,48,Yes,Artist,0.0,Average,2.0,Cat_6,C
464389,Male,Yes,73,Yes,Artist,1.0,High,2.0,Cat_2,C
464293,Male,No,30,Yes,Healthcare,1.0,Low,4.0,Cat_6,C
465078,Male,Yes,43,Yes,Executive,0.0,High,4.0,Cat_6,B
459636,Male,No,30,Yes,Entertainment,14.0,Low,1.0,Cat_6,D
465373,Male,Yes,49,Yes,Artist,4.0,Average,4.0,Cat_6,C
465153,Male,Yes,35,Yes,Artist,1.0,Average,2.0,Cat_6,A
460240,Male,Yes,45,Yes,Artist,3.0,Low,1.0,Cat_6,C
461831,Male,No,30,Yes,Doctor,0.0,Low,3.0,Cat_6,C
462556,Male,Yes,57,Yes,Entertainment,0.0,Average,7.0,Cat_5,C
461626,Male,Yes,68,Yes,Executive,0.0,High,2.0,Cat_6,C
465103,Male,Yes,86,Yes,Lawyer,1.0,High,2.0,Cat_6,A
464007,Male,Yes,49,Yes,Artist,0.0,Low,3.0,Cat_6,B
461359,Male,Yes,28,Yes,Healthcare,1.0,Low,4.0,Cat_7,D
460218,Male,Yes,61,Yes,Entertainment,1.0,Low,1.0,Cat_6,D
465644,Male,No,33,Yes,Healthcare,0.0,Low,5.0,Cat_6,C
459470,Male,No,29,Yes,Healthcare,9.0,Low,6.0,Cat_6,D
462700,Male,Yes,38,Yes,Artist,0.0,Average,4.0,Cat_6,B
465067,Male,Yes,62,Yes,Executive,8.0,High,2.0,Cat_6,C
459054,Male,Yes,37,Yes,Executive,9.0,High,4.0,Cat_6,C
466260,Male,Yes,43,Yes,Entertainment,0.0,Average,2.0,Cat_6,B
464283,Male,No,40,Yes,Artist,5.0,Low,2.0,Cat_6,A
459022,Male,Yes,67,Yes,Artist,10.0,Low,1.0,Cat_6,D
463231,Male,Yes,50,Yes,Artist,1.0,Average,3.0,Cat_6,A
463557,Male,No,28,Yes,Doctor,1.0,Low,3.0,Cat_6,A
467636,Male,Yes,45,Yes,Doctor,1.0,Average,2.0,Cat_6,C
463539,Male,Yes,59,Yes,Artist,1.0,Average,2.0,Cat_4,B
462304,Male,Yes,62,Yes,Artist,1.0,Low,4.0,Cat_4,B
467813,Male,Yes,36,Yes,Entertainment,0.0,Low,2.0,Cat_4,A
465326,Male,Yes,76,Yes,Artist,,Low,1.0,Cat_6,A
464130,Male,No,41,Yes,Artist,1.0,Low,3.0,Cat_6,A
464468,Male,Yes,50,Yes,Artist,1.0,Low,3.0,Cat_6,C
463656,Male,Yes,53,Yes,Doctor,0.0,Low,3.0,Cat_6,A
463122,Male,Yes,36,Yes,Executive,9.0,Average,3.0,Cat_6,B
467588,Male,Yes,63,Yes,Artist,0.0,Average,4.0,Cat_6,C
462552,Male,No,31,Yes,Artist,1.0,Low,2.0,Cat_6,A
467845,Male,Yes,52,Yes,Entertainment,1.0,Low,2.0,Cat_6,C
466110,Male,Yes,77,Yes,Lawyer,0.0,Low,1.0,Cat_6,A
462367,Male,Yes,56,Yes,Artist,1.0,Average,3.0,Cat_6,B
461429,Male,Yes,49,Yes,Doctor,1.0,Average,4.0,Cat_6,C
467339,Male,,55,Yes,Artist,1.0,Average,3.0,Cat_6,B
461699,Male,No,28,Yes,Doctor,0.0,Low,1.0,Cat_6,D
462137,Male,No,28,Yes,Doctor,1.0,Low,1.0,Cat_6,A
459630,Male,Yes,73,Yes,Lawyer,1.0,Average,2.0,Cat_6,A
465628,Male,Yes,49,Yes,Artist,2.0,Low,2.0,Cat_2,A
467894,Male,Yes,58,Yes,Artist,0.0,Average,2.0,Cat_6,C
465076,Male,Yes,72,Yes,Artist,0.0,High,5.0,Cat_6,C
467573,Male,Yes,45,Yes,Artist,6.0,Average,4.0,Cat_6,B
465266,Male,Yes,49,Yes,Entertainment,0.0,Average,5.0,Cat_4,B
467131,Male,Yes,50,Yes,Artist,0.0,Low,2.0,Cat_6,B
463069,Male,No,29,Yes,Artist,7.0,Low,1.0,Cat_6,B
459795,Male,No,52,Yes,Artist,0.0,Low,1.0,Cat_6,A
463068,Male,Yes,26,Yes,Artist,9.0,Average,2.0,Cat_6,B
459307,Male,Yes,62,Yes,Entertainment,0.0,Low,1.0,Cat_6,B
465611,Male,No,53,Yes,Doctor,0.0,Low,1.0,Cat_6,C
466966,Male,Yes,61,Yes,Entertainment,1.0,Average,2.0,Cat_6,C
459317,Male,Yes,52,Yes,Executive,1.0,High,4.0,Cat_6,C
462253,Male,Yes,51,Yes,Engineer,0.0,Low,2.0,Cat_4,A
459987,Male,Yes,53,Yes,Healthcare,,High,2.0,Cat_6,D
460036,Male,Yes,40,Yes,,3.0,Low,1.0,Cat_6,D
459247,Male,Yes,60,Yes,Executive,0.0,Average,5.0,Cat_6,C
465047,Male,Yes,55,Yes,Executive,8.0,High,2.0,Cat_6,C
467013,Male,Yes,66,Yes,Executive,0.0,High,2.0,Cat_6,C
465894,Male,No,27,Yes,Artist,8.0,Low,6.0,Cat_6,D
466386,Male,Yes,65,Yes,Executive,1.0,Low,2.0,Cat_4,B
464057,Male,No,32,Yes,Marketing,0.0,Low,5.0,Cat_6,B
463432,Male,No,36,Yes,Artist,0.0,Low,1.0,Cat_6,B
459965,Male,No,25,Yes,Artist,7.0,Low,1.0,Cat_2,A
465136,Male,Yes,47,Yes,Artist,0.0,Average,2.0,Cat_6,C
466411,Male,Yes,58,Yes,Artist,1.0,Average,3.0,Cat_3,B
467704,Male,Yes,53,Yes,Artist,1.0,Average,2.0,Cat_6,C
467703,Male,No,26,Yes,Healthcare,1.0,Low,5.0,Cat_6,D
461322,Male,Yes,40,Yes,Artist,0.0,Average,2.0,Cat_6,C
461706,Male,No,25,Yes,Healthcare,0.0,Low,3.0,Cat_6,D
463629,Male,No,41,Yes,Artist,1.0,Low,1.0,Cat_6,B
465140,Male,Yes,45,Yes,Executive,5.0,High,3.0,Cat_7,B
460859,Male,Yes,50,Yes,Entertainment,,Low,4.0,Cat_6,D
463116,Male,Yes,62,Yes,Artist,1.0,High,2.0,Cat_6,B
460177,Male,No,48,Yes,Artist,1.0,Low,1.0,Cat_6,B
465081,Male,Yes,57,Yes,Executive,7.0,High,2.0,Cat_6,C
467810,Male,Yes,42,Yes,Artist,0.0,Average,5.0,Cat_6,C
462690,Male,Yes,38,Yes,Engineer,,Average,4.0,Cat_6,B
465713,Male,Yes,59,Yes,Artist,0.0,Average,4.0,Cat_6,C
462555,Male,Yes,36,Yes,Artist,1.0,Average,2.0,Cat_4,C
461615,Male,No,25,Yes,Doctor,1.0,Low,2.0,Cat_6,D
461532,Male,Yes,48,Yes,Entertainment,1.0,Low,1.0,Cat_6,A
465074,Male,No,25,Yes,Artist,1.0,Low,4.0,Cat_6,A
459901,Male,Yes,47,Yes,Artist,0.0,Average,3.0,Cat_6,C
461895,Male,Yes,36,Yes,Entertainment,1.0,Low,2.0,Cat_6,B
466444,Male,Yes,50,Yes,Doctor,,Average,4.0,Cat_3,C
462849,Male,Yes,50,Yes,Artist,0.0,Average,4.0,Cat_6,C
464141,Male,Yes,32,Yes,Entertainment,9.0,High,2.0,Cat_4,A
461564,Male,Yes,63,Yes,Executive,1.0,High,2.0,Cat_6,C
461425,Male,Yes,52,Yes,Artist,,Low,4.0,Cat_6,A
462488,Male,No,33,Yes,Healthcare,0.0,Low,5.0,Cat_6,D
461640,Male,Yes,52,Yes,Artist,1.0,Average,2.0,Cat_6,C
465504,Male,No,42,Yes,Entertainment,0.0,Low,2.0,Cat_6,B
460902,Male,No,38,Yes,Executive,1.0,Low,3.0,Cat_6,A
459657,Male,Yes,84,Yes,Lawyer,1.0,High,2.0,Cat_6,B
465054,Male,Yes,67,Yes,Executive,1.0,High,3.0,Cat_6,C
464907,Male,,55,Yes,Engineer,0.0,Average,2.0,Cat_4,B
462327,Male,Yes,27,Yes,Entertainment,0.0,Low,4.0,Cat_7,D
467167,Male,Yes,73,Yes,Artist,1.0,Average,,Cat_3,C
463763,Male,Yes,36,Yes,Artist,4.0,Average,2.0,Cat_6,C
460381,Male,No,28,Yes,Artist,13.0,Low,2.0,Cat_6,A
461897,Male,Yes,55,Yes,Doctor,0.0,Average,2.0,Cat_6,C
460994,Male,Yes,78,Yes,Lawyer,0.0,Low,5.0,Cat_6,A
459964,Male,No,47,Yes,Marketing,1.0,Low,1.0,Cat_6,A
465042,Male,Yes,36,Yes,Artist,1.0,Average,4.0,Cat_6,C
460009,Male,No,46,Yes,Artist,0.0,Low,1.0,Cat_6,B
463672,Male,No,32,Yes,Engineer,,Low,3.0,Cat_6,D
460743,Male,Yes,55,Yes,Artist,0.0,Average,3.0,Cat_6,C
467656,Male,No,31,Yes,Healthcare,1.0,Low,5.0,Cat_6,D
467684,Male,No,40,Yes,Healthcare,8.0,Low,3.0,Cat_2,D
458997,Male,Yes,61,Yes,Artist,1.0,Average,2.0,Cat_6,B
464507,Male,Yes,53,Yes,Artist,0.0,High,3.0,Cat_6,C
463860,Male,Yes,39,Yes,Healthcare,0.0,High,3.0,Cat_6,C
459184,Male,Yes,39,Yes,Entertainment,1.0,Low,4.0,Cat_4,A
462119,Male,Yes,71,Yes,Entertainment,0.0,Low,2.0,Cat_6,A
463873,Male,Yes,57,Yes,Artist,1.0,Average,5.0,Cat_6,C
465992,Male,Yes,53,Yes,Entertainment,1.0,Low,3.0,Cat_6,A
463990,Male,Yes,55,Yes,Artist,1.0,Average,2.0,Cat_4,B
463128,Male,Yes,73,Yes,Lawyer,0.0,High,4.0,Cat_6,A
463536,Male,Yes,89,Yes,Executive,,High,2.0,Cat_6,C
460775,Male,Yes,59,Yes,Artist,0.0,Low,2.0,Cat_6,A
464118,Male,No,38,Yes,Entertainment,0.0,Low,2.0,Cat_6,D
466387,Male,Yes,37,Yes,Entertainment,8.0,Average,2.0,Cat_6,B
465977,Male,Yes,71,Yes,Artist,0.0,Average,2.0,Cat_6,C
466294,Male,Yes,27,Yes,Healthcare,0.0,Low,5.0,Cat_4,D
465750,Male,Yes,35,Yes,,3.0,Average,2.0,Cat_6,C
461610,Male,No,36,Yes,Doctor,0.0,Low,1.0,Cat_6,B
467707,Male,Yes,82,Yes,Lawyer,5.0,High,2.0,Cat_6,A
465158,Male,No,45,Yes,Artist,1.0,Low,1.0,Cat_6,A
460353,Male,No,31,Yes,,6.0,Low,1.0,Cat_4,D
459903,Male,Yes,27,Yes,Entertainment,9.0,Low,4.0,Cat_6,C
465152,Male,No,43,Yes,Artist,1.0,Low,3.0,Cat_6,B
460525,Male,Yes,30,Yes,Entertainment,1.0,Average,2.0,Cat_3,C
465681,Male,Yes,45,Yes,Entertainment,0.0,Average,2.0,Cat_4,A
460569,Male,Yes,36,Yes,Entertainment,1.0,Average,4.0,Cat_3,C
460406,Male,Yes,39,Yes,Healthcare,4.0,Low,2.0,Cat_6,B
464122,Male,Yes,63,Yes,Artist,0.0,Average,4.0,Cat_6,B
459658,Male,Yes,60,Yes,Artist,1.0,Average,3.0,Cat_6,C
465920,Male,No,43,Yes,Executive,1.0,Low,4.0,Cat_6,A
465631,Male,No,35,Yes,Artist,9.0,Low,1.0,Cat_6,A
467164,Male,Yes,42,Yes,Artist,0.0,High,2.0,Cat_6,B
467859,Male,Yes,39,Yes,Doctor,6.0,Average,2.0,Cat_3,C
464390,Male,Yes,41,Yes,Artist,1.0,Low,2.0,Cat_6,C
465423,Male,Yes,51,Yes,Entertainment,0.0,Average,4.0,Cat_7,C
461337,Male,Yes,50,Yes,Executive,1.0,High,3.0,Cat_6,C
460390,Male,No,36,Yes,Artist,9.0,Low,3.0,Cat_6,A
465286,Male,No,36,Yes,Artist,8.0,Low,1.0,Cat_6,B
464336,Male,Yes,65,Yes,Executive,0.0,High,4.0,Cat_6,C
466406,Male,Yes,55,Yes,Entertainment,1.0,Low,3.0,Cat_6,A
465092,Male,Yes,65,Yes,Executive,0.0,High,2.0,Cat_6,C
461426,Male,Yes,51,Yes,Artist,7.0,Average,2.0,Cat_6,C
467022,Male,No,25,Yes,Artist,1.0,Low,5.0,Cat_6,D
466543,Male,No,31,Yes,Doctor,14.0,Low,2.0,Cat_7,A
465881,Male,No,43,Yes,Artist,8.0,Low,,Cat_6,A
459757,Male,Yes,67,Yes,Artist,1.0,Average,2.0,Cat_6,B
464368,Male,Yes,36,Yes,Entertainment,4.0,Average,2.0,Cat_6,B
460787,Male,No,29,Yes,Healthcare,0.0,Low,4.0,Cat_6,A
466621,Male,Yes,66,Yes,Lawyer,0.0,Low,1.0,Cat_6,C
464619,Male,Yes,27,Yes,Entertainment,10.0,Low,2.0,Cat_6,B
467404,Male,Yes,52,Yes,Artist,4.0,Low,1.0,Cat_6,C
461314,Male,Yes,46,Yes,Artist,1.0,Average,3.0,Cat_6,C
467870,Male,No,27,Yes,Entertainment,0.0,Low,5.0,Cat_6,B
463038,Male,Yes,63,Yes,Executive,0.0,High,5.0,Cat_6,D
464887,Male,Yes,49,Yes,Artist,1.0,Average,8.0,Cat_4,C
460555,Male,Yes,46,Yes,Homemaker,6.0,Average,3.0,Cat_3,C
461329,Male,Yes,53,Yes,Executive,1.0,High,4.0,Cat_6,C
460868,Male,Yes,35,Yes,Artist,1.0,Average,2.0,Cat_6,B
467485,Male,Yes,58,Yes,Lawyer,0.0,High,2.0,Cat_6,B
465864,Male,Yes,32,Yes,Entertainment,9.0,Average,2.0,Cat_6,D
462565,Male,Yes,49,Yes,Artist,1.0,Average,4.0,Cat_6,C
467924,Male,Yes,52,Yes,Artist,0.0,Low,3.0,Cat_4,A
466712,Male,Yes,78,Yes,Lawyer,1.0,Low,1.0,Cat_6,B
464312,Male,No,43,Yes,Artist,1.0,Low,1.0,Cat_3,A
462818,Male,Yes,59,Yes,Artist,1.0,Average,3.0,Cat_6,C
461889,Male,Yes,42,Yes,Artist,2.0,Average,2.0,Cat_6,C
467945,Male,Yes,65,Yes,Artist,0.0,Average,2.0,Cat_6,C
464322,Male,Yes,79,Yes,Lawyer,0.0,Low,2.0,Cat_6,A
462058,Male,Yes,42,Yes,Entertainment,9.0,Low,2.0,Cat_6,A
462500,Male,Yes,49,Yes,Doctor,1.0,Average,2.0,Cat_6,C
466948,Male,Yes,58,Yes,Artist,1.0,Low,2.0,Cat_7,B
461606,Male,Yes,69,Yes,Lawyer,0.0,High,3.0,Cat_6,A
459531,Male,No,38,Yes,Marketing,3.0,Low,,Cat_6,D
462072,Male,No,39,Yes,Artist,0.0,Low,1.0,Cat_6,A
463211,Male,Yes,68,Yes,Lawyer,8.0,Low,1.0,Cat_5,A
464059,Male,Yes,57,Yes,Artist,1.0,Low,1.0,Cat_6,A
463746,Male,No,38,Yes,Artist,0.0,Low,1.0,Cat_6,A
464849,Male,Yes,40,Yes,Artist,0.0,Average,4.0,Cat_4,C
466434,Male,Yes,53,Yes,Artist,0.0,Average,4.0,Cat_6,B
459159,Male,Yes,80,Yes,Lawyer,1.0,Low,1.0,Cat_6,A
466964,Male,No,45,Yes,Artist,5.0,Low,1.0,Cat_4,C
460607,Male,Yes,36,Yes,Artist,9.0,Average,4.0,Cat_7,A
460936,Male,Yes,70,Yes,Executive,1.0,High,5.0,Cat_3,B
460028,Male,Yes,39,Yes,Healthcare,11.0,Average,2.0,Cat_2,D
463443,Male,Yes,50,Yes,Artist,1.0,Average,4.0,Cat_6,C
460949,Male,Yes,40,Yes,Doctor,1.0,Low,5.0,Cat_6,A
466602,Male,Yes,39,Yes,Artist,,Average,2.0,Cat_4,C
459044,Male,Yes,38,Yes,Artist,4.0,Average,3.0,Cat_6,C
460039,Male,Yes,27,Yes,Healthcare,5.0,Low,5.0,Cat_6,D
465050,Male,Yes,74,Yes,Lawyer,1.0,High,2.0,Cat_6,B
462030,Male,No,36,Yes,Artist,11.0,Low,2.0,Cat_6,C
463735,Male,No,29,Yes,Healthcare,4.0,Low,2.0,Cat_6,C
460195,Male,No,38,Yes,Entertainment,7.0,Low,1.0,Cat_6,D
461313,Male,Yes,57,Yes,Artist,1.0,Average,,Cat_6,C
467049,Male,No,50,Yes,Artist,1.0,Low,1.0,Cat_6,B
466910,Male,Yes,59,Yes,Entertainment,9.0,Low,1.0,Cat_6,A
461533,Male,No,48,Yes,Healthcare,1.0,Low,2.0,Cat_6,D
463978,Male,Yes,38,Yes,Artist,1.0,Average,3.0,Cat_2,C
466263,Male,No,53,Yes,Artist,0.0,Low,2.0,Cat_4,C
467190,Male,Yes,36,Yes,Executive,0.0,Low,2.0,Cat_3,B
467848,Male,No,37,Yes,Artist,12.0,Low,1.0,Cat_6,B
459311,Male,No,29,Yes,Executive,0.0,Low,5.0,Cat_6,C
462610,Male,No,27,Yes,Doctor,1.0,Low,6.0,Cat_4,D
467365,Male,No,40,Yes,Artist,1.0,Low,1.0,Cat_6,A
461913,Male,No,37,Yes,Entertainment,6.0,Low,4.0,Cat_2,A
465485,Male,No,29,Yes,Healthcare,0.0,Low,4.0,Cat_6,D
460501,Male,No,25,Yes,Healthcare,0.0,Low,,Cat_3,D
463036,Male,Yes,48,Yes,Artist,,Low,6.0,Cat_6,B
467088,Male,Yes,57,Yes,Artist,0.0,Low,1.0,Cat_3,A
460250,Male,No,27,Yes,Healthcare,8.0,Low,4.0,Cat_6,D
460042,Male,No,32,Yes,Marketing,8.0,Low,1.0,Cat_6,D
459146,Male,Yes,69,Yes,Artist,1.0,Low,2.0,Cat_6,A
461448,Male,Yes,69,Yes,Doctor,0.0,High,3.0,Cat_6,C
465443,Male,Yes,38,Yes,Artist,0.0,Low,4.0,Cat_6,A
459105,Male,Yes,39,Yes,Executive,5.0,High,3.0,Cat_6,C
459941,Male,Yes,65,Yes,Artist,4.0,Low,,Cat_6,B
467922,Male,Yes,84,Yes,Entertainment,0.0,High,2.0,Cat_6,D
465329,Male,Yes,35,Yes,Artist,5.0,Average,2.0,Cat_6,C
464335,Male,Yes,50,Yes,Executive,4.0,High,3.0,Cat_6,C
461353,Male,Yes,50,Yes,Executive,0.0,High,4.0,Cat_6,A
465000,Male,Yes,50,Yes,Executive,1.0,High,3.0,Cat_6,C
461226,Male,Yes,51,Yes,,1.0,Low,2.0,Cat_6,D
464296,Male,No,43,Yes,Doctor,1.0,Low,4.0,Cat_6,A
461004,Male,Yes,61,Yes,Artist,1.0,Average,3.0,Cat_3,C
467899,Male,Yes,66,Yes,Artist,1.0,Average,2.0,Cat_6,B
461383,Male,Yes,71,Yes,Artist,0.0,High,2.0,Cat_6,B
460699,Male,No,28,Yes,Artist,9.0,Low,1.0,Cat_6,A
464988,Male,Yes,63,Yes,Artist,0.0,Average,7.0,Cat_6,C
466593,Male,Yes,70,Yes,Lawyer,0.0,High,3.0,Cat_6,A
463632,Male,Yes,30,Yes,Artist,0.0,Average,2.0,Cat_6,C
460047,Male,No,41,Yes,Entertainment,8.0,Low,2.0,Cat_6,A
460931,Male,Yes,40,Yes,Entertainment,2.0,Average,5.0,Cat_6,A
459698,Male,Yes,60,Yes,Artist,1.0,Low,2.0,Cat_6,A
465979,Male,Yes,43,Yes,Artist,2.0,Low,2.0,Cat_6,B
466231,Male,Yes,56,Yes,Entertainment,0.0,Average,2.0,Cat_6,C
459833,Male,Yes,70,Yes,Executive,1.0,High,2.0,Cat_6,C
467195,Male,Yes,27,Yes,Executive,,High,2.0,Cat_6,A
467617,Male,Yes,82,Yes,Lawyer,1.0,Low,1.0,Cat_6,A
464386,Male,Yes,39,Yes,Doctor,0.0,Average,3.0,Cat_6,B
462005,Male,Yes,39,Yes,Artist,0.0,Average,2.0,Cat_2,C
465859,Male,No,47,Yes,Artist,0.0,Low,1.0,Cat_6,A
464394,Male,Yes,75,Yes,Lawyer,0.0,High,2.0,Cat_6,A
462172,Male,Yes,39,Yes,Doctor,0.0,Average,2.0,Cat_1,D
464563,Male,Yes,42,Yes,Artist,0.0,Average,2.0,Cat_6,B
464400,Male,No,31,Yes,Entertainment,0.0,Low,4.0,Cat_6,D
463052,Male,Yes,37,Yes,Marketing,1.0,Low,2.0,Cat_6,D
461372,Male,No,27,Yes,Artist,3.0,Low,1.0,Cat_2,A
467926,Male,Yes,79,Yes,Artist,0.0,High,2.0,Cat_6,C
459650,Male,Yes,38,Yes,Entertainment,,Low,2.0,Cat_6,D
466128,Male,No,35,Yes,Artist,4.0,Low,2.0,Cat_6,A
459782,Male,Yes,58,Yes,Artist,6.0,Average,4.0,Cat_6,C
467761,Male,No,39,Yes,Artist,1.0,Low,2.0,Cat_6,B
459163,Male,No,42,Yes,Entertainment,1.0,Low,1.0,Cat_6,A
460178,Male,Yes,50,Yes,Entertainment,1.0,Low,2.0,Cat_6,A
460427,Male,Yes,46,Yes,Artist,1.0,Average,3.0,Cat_6,C
466343,Male,No,30,Yes,Doctor,0.0,Low,2.0,Cat_3,A
462740,Male,Yes,63,Yes,Artist,6.0,Low,1.0,Cat_6,B
465009,Male,Yes,51,Yes,Entertainment,0.0,Average,4.0,Cat_6,C
461175,Male,Yes,57,Yes,Healthcare,1.0,Low,3.0,Cat_6,B
464872,Male,Yes,42,Yes,Artist,1.0,Low,4.0,Cat_4,B
463357,Male,Yes,27,Yes,Doctor,0.0,Average,2.0,Cat_5,D
461338,Male,Yes,43,Yes,Artist,1.0,Average,4.0,Cat_6,C
461050,Male,Yes,47,Yes,,1.0,High,3.0,Cat_6,B
464278,Male,Yes,85,Yes,Executive,1.0,High,2.0,Cat_6,D
462285,Male,Yes,48,Yes,Doctor,,Low,2.0,,A
463044,Male,Yes,80,Yes,Lawyer,,High,2.0,Cat_6,B
463086,Male,No,33,Yes,Artist,8.0,Low,,Cat_5,A
460714,Male,No,26,Yes,Entertainment,1.0,Low,3.0,Cat_6,D
463369,Male,Yes,31,Yes,Entertainment,4.0,Low,2.0,Cat_6,B
463904,Male,Yes,77,Yes,Executive,1.0,Low,1.0,Cat_6,D
466872,Male,Yes,43,Yes,Artist,1.0,Low,2.0,Cat_3,B
463476,Male,Yes,53,Yes,Artist,3.0,Average,3.0,Cat_6,B
463953,Male,Yes,28,Yes,Entertainment,3.0,Average,3.0,Cat_7,B
467830,Male,No,31,Yes,Entertainment,1.0,Low,3.0,Cat_6,D
461770,Male,Yes,65,Yes,Artist,1.0,Low,2.0,Cat_6,A
466525,Male,Yes,33,Yes,Artist,0.0,Average,2.0,Cat_6,B
462349,Male,Yes,49,Yes,Artist,0.0,Average,6.0,Cat_6,C
459353,Male,Yes,53,Yes,Artist,6.0,Average,2.0,Cat_6,C
460450,Male,Yes,52,Yes,Executive,1.0,High,4.0,Cat_4,B
463514,Male,Yes,63,Yes,Entertainment,,Average,2.0,Cat_6,C
460445,Male,No,29,Yes,Engineer,0.0,Low,4.0,Cat_3,D
467369,Male,No,41,Yes,Artist,2.0,Low,3.0,Cat_6,A
460204,Male,Yes,41,Yes,Artist,4.0,Low,4.0,Cat_6,A
466762,Male,Yes,63,Yes,Homemaker,1.0,Low,3.0,Cat_6,B
464318,Male,Yes,88,Yes,Executive,1.0,Low,1.0,Cat_6,D
467275,Male,No,32,Yes,Healthcare,,Low,,Cat_6,D
462117,Male,No,32,Yes,Entertainment,1.0,Low,2.0,Cat_6,D
460695,Male,Yes,74,Yes,Lawyer,1.0,Low,1.0,Cat_6,A
465606,Male,Yes,37,Yes,Engineer,1.0,Average,3.0,Cat_3,A
460049,Male,Yes,43,Yes,Entertainment,0.0,Average,2.0,Cat_5,A
464148,Male,Yes,50,Yes,Executive,9.0,High,3.0,Cat_2,C
465503,Male,No,35,Yes,Artist,8.0,Low,2.0,Cat_6,D
465082,Male,Yes,67,Yes,Lawyer,0.0,Low,1.0,Cat_3,A
459832,Male,Yes,66,Yes,Executive,0.0,Low,1.0,Cat_6,B
459218,Male,Yes,88,Yes,Lawyer,0.0,High,3.0,Cat_6,C
462860,Male,No,30,Yes,Healthcare,8.0,Low,5.0,Cat_6,D
462033,Male,No,32,Yes,Entertainment,1.0,Low,1.0,Cat_6,A
461603,Male,No,39,Yes,Artist,,Low,1.0,Cat_6,C
464655,Male,Yes,39,Yes,,0.0,Average,5.0,Cat_4,A
461205,Male,No,27,Yes,Healthcare,,Low,3.0,Cat_2,D
463879,Male,Yes,45,Yes,Executive,0.0,High,2.0,Cat_6,C
461553,Male,No,39,Yes,Artist,1.0,Low,3.0,Cat_7,A
467912,Male,Yes,61,Yes,Entertainment,1.0,Low,2.0,Cat_5,A
460062,Male,No,29,Yes,Artist,4.0,Low,1.0,Cat_3,D
462863,Male,No,29,Yes,Homemaker,5.0,Low,1.0,Cat_6,D
466067,Male,Yes,69,Yes,Artist,0.0,Average,5.0,Cat_3,C
459807,Male,Yes,81,Yes,Lawyer,1.0,Low,1.0,Cat_6,A
462686,Male,Yes,41,Yes,Entertainment,9.0,Average,4.0,,A
466474,Male,No,29,Yes,Entertainment,6.0,Low,3.0,Cat_6,A
460347,Male,Yes,40,Yes,Artist,14.0,Low,2.0,Cat_6,C
466344,Male,No,43,Yes,Entertainment,0.0,Low,2.0,Cat_2,A
459450,Male,Yes,55,Yes,Artist,4.0,Average,4.0,Cat_6,A
463255,Male,No,42,Yes,Entertainment,3.0,Low,2.0,Cat_6,A
466619,Male,Yes,37,Yes,Entertainment,5.0,Average,2.0,Cat_6,C
467112,Male,No,43,Yes,Artist,1.0,Low,2.0,Cat_2,B
459902,Male,Yes,52,Yes,Lawyer,8.0,High,2.0,Cat_6,C
467721,Male,No,41,Yes,Entertainment,0.0,Low,1.0,Cat_4,D
465915,Male,Yes,40,Yes,Entertainment,8.0,Average,2.0,Cat_6,B
464506,Male,No,32,Yes,Healthcare,8.0,Low,2.0,Cat_4,D
460624,Male,Yes,57,Yes,Homemaker,5.0,High,2.0,Cat_6,A
467687,Male,No,38,Yes,Entertainment,,Low,4.0,Cat_6,D
463309,Male,Yes,50,Yes,Artist,0.0,Average,2.0,Cat_3,B
464195,Male,No,29,Yes,Artist,0.0,Low,1.0,Cat_6,A
467696,Male,Yes,84,Yes,Lawyer,,High,3.0,Cat_6,B
465384,Male,Yes,56,Yes,Artist,0.0,High,2.0,Cat_6,B
